"phylum","class","order","family","genus","species","specificEpithet","sex","sampleSizeValue","inTextReference","publicationYear","fullReference","body mass","body mass - units","body mass - minimum","body mass - maximum","body mass - method","body mass - comments","body mass - metadata comment","original body mass","original body mass - units","metabolic rate","metabolic rate - units","metabolic rate - minimum","metabolic rate - maximum","metabolic rate - method","metabolic rate - comments","metabolic rate - metadata comment","original metabolic rate","original metabolic rate - units","original respiratoryQuotient","original temperature","mass-specific metabolic rate","mass-specific metabolic rate - units","brain size","brain size - units","brain size - minimum","brain size - maximum","brain size - method","brain size - comments","brain size - metadata comment","original brain size","original brain size - units"
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aphodius","Aphodius prodromus","prodromus",,25,"Holter, 1982","1982","Holter, P. (1982). Resource utilization and local coexistence in a guild of scarabaeid dung beetles (Aphodius spp.). Oikos, 39(2), 213-227. doi:10.2307/3544488",1.38e-05,"kg",,,"",,,"13.8","mg",0.000164444444444444,"W",,,"not specified",,,"14.8","(O2) ul/h",,"15",11.9162640901771,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aphodius","Aphodius contaminatus","contaminatus",,62,"Holter, 1982","1982","Holter, P. (1982). Resource utilization and local coexistence in a guild of scarabaeid dung beetles (Aphodius spp.). Oikos, 39(2), 213-227. doi:10.2307/3544488",1.45e-05,"kg",,,"",,,"14.5","mg",0.000113333333333333,"W",,,"not specified",,,"10.2","(O2) ul/h",,"15",7.81609195402299,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aphodius","Aphodius rufus","rufus",,36,"Holter, 1982","1982","Holter, P. (1982). Resource utilization and local coexistence in a guild of scarabaeid dung beetles (Aphodius spp.). Oikos, 39(2), 213-227. doi:10.2307/3544488",2.09e-05,"kg",,,"",,,"20.9","mg",0.000167777777777778,"W",,,"not specified",,,"15.1","(O2) ul/h",,"15",8.02764486975013,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aphodius","Aphodius fimetarius","fimetarius",,50,"Holter, 1982","1982","Holter, P. (1982). Resource utilization and local coexistence in a guild of scarabaeid dung beetles (Aphodius spp.). Oikos, 39(2), 213-227. doi:10.2307/3544488",3.09e-05,"kg",,,"",,,"30.9","mg",0.000184444444444444,"W",,,"not specified",,,"16.6","(O2) ul/h",,"15",5.96907587198849,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aphodius","Aphodius rufipes","rufipes",,23,"Holter, 1982","1982","Holter, P. (1982). Resource utilization and local coexistence in a guild of scarabaeid dung beetles (Aphodius spp.). Oikos, 39(2), 213-227. doi:10.2307/3544488",9.12e-05,"kg",,,"",,,"91.2","mg",0.000654444444444445,"W",,,"not specified",,,"58.9","(O2) ul/h",,"15",7.17592592592593,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aphodius","Aphodius fossor","fossor",,14,"Holter, 1982","1982","Holter, P. (1982). Resource utilization and local coexistence in a guild of scarabaeid dung beetles (Aphodius spp.). Oikos, 39(2), 213-227. doi:10.2307/3544488",0.0001288,"kg",,,"",,,"128.8","mg",0.000734444444444445,"W",,,"not specified",,,"66.1","(O2) ul/h",,"15",5.70220841959972,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Blattodea","Blattidae","Periplaneta","Periplaneta americana","americana","male",6,"Full, Zuccarello, & Tullis, 1990","1990","Full, R. J., Zuccarello, D. A., & Tullis, A. (1990). Effect of variation in form on the cost of terrestrial locomotion. Journal of Experimental Biology, 150(1), 233-246.",9e-04,"kg",,,"","DONTWARN: value checked",,"0.9","g",0.000964596116282664,"W",,,"not specified","",,"0.18","(O2) ml/g/h",,"24",1.07177346253629,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Coleoptera","Carabidae","Calosoma","Calosoma affine","affine","male",3,"Full, Zuccarello, & Tullis, 1990","1990","Full, R. J., Zuccarello, D. A., & Tullis, A. (1990). Effect of variation in form on the cost of terrestrial locomotion. Journal of Experimental Biology, 150(1), 233-246.",0.00062,"kg",,,"","",,"0.62","g",0.000775249471234585,"W",,,"not specified","",,"0.21","(O2) ml/g/h",,"24",1.25040237295901,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Orthoptera","Gryllidae","Teleogryllus","Teleogryllus commodus","commodus","male",49,"Full, Zuccarello, & Tullis, 1990","1990","Full, R. J., Zuccarello, D. A., & Tullis, A. (1990). Effect of variation in form on the cost of terrestrial locomotion. Journal of Experimental Biology, 150(1), 233-246.",0.00095,"kg",,,"","",,"0.95","g",0.00560001634175213,"W",,,"not specified","",,"0.99","(O2) ml/g/h",,"24",5.89475404394961,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca rustica","rustica","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.002916,"kg",,,"","","","2.916","g",0.00569243851476309,"W",,,"not specified","","measured at resting and active state","0.892","(O2) cm3/h",,"23",1.95213940835497,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca rustica","rustica","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.002704,"kg",,,"","","","2.704","g",0.00846207788181149,"W",,,"not specified","","measured at resting and active state","1.326","(O2) cm3/h",,"23",3.12946667226756,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca corallina","corallina","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001423,"kg",,,"","","","1.423","g",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca corallina","corallina","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001307,"kg",,,"","","","1.307","g",0.00278878433963169,"W",,,"not specified","","measured at resting and active state","0.437","(O2) cm3/h",,"23",2.13372941058278,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca corallina","corallina","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001294,"kg",,,"","","","1.294","g",0.00306957727085319,"W",,,"not specified","","measured at resting and active state","0.481","(O2) cm3/h",,"23",2.37216172399783,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca corallina","corallina","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001388,"kg",,,"","","","1.388","g",0.00211232864168899,"W",,,"not specified","","measured at resting and active state","0.331","(O2) cm3/h",,"23",1.52185060640417,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca corallina","corallina","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.002484,"kg",,,"","","","2.484","g",0.00570520182981861,"W",,,"not specified","","measured at resting and active state","0.894","(O2) cm3/h",,"23",2.29678012472569,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca lefeburei","lefeburei","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000571,"kg",,,"","","","0.571","g",0.00097639360174748,"W",,,"not specified","","measured at resting and active state","0.153","(O2) cm3/h",,"23",1.70997128151923,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Protambulyx","Protambulyx strigilis","strigilis","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000901,"kg",,,"","","","0.901","g",0.00240588488796601,"W",,,"not specified","","measured at resting and active state","0.377","(O2) cm3/h",,"23",2.67023849940734,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Protambulyx","Protambulyx strigilis","strigilis","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001124,"kg",,,"","","","1.124","g",0.00262924290143766,"W",,,"not specified","","measured at resting and active state","0.412","(O2) cm3/h",,"23",2.33918407601215,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Protambulyx","Protambulyx strigilis","strigilis","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001261,"kg",,,"","","","1.261","g",0.00209318366910571,"W",,,"not specified","","measured at resting and active state","0.328","(O2) cm3/h",,"23",1.65993946796646,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Erinnyis","Erinnyis oenotrus","oenotrus","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000964,"kg",,,"","","","0.964","g",0.00381623120160126,"W",,,"not specified","","measured at resting and active state","0.598","(O2) cm3/h",,"23",3.95874605975235,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Erinnyis","Erinnyis ello","ello","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.00121,"kg",,,"","","","1.21","g",0.00436505374898873,"W",,,"not specified","","measured at resting and active state","0.684","(O2) cm3/h",,"23",3.60748243718077,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Pachylia","Pachylia ficus","ficus","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.003225,"kg",,,"","","","3.225","g",0.00539888226848606,"W",,,"not specified","","measured at resting and active state","0.846","(O2) cm3/h",,"23",1.67407202123599,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Madoryx","Madoryx oeclus","oeclus","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001494,"kg",,,"","","","1.494","g",0.00601152139115115,"W",,,"not specified","","measured at resting and active state","0.942","(O2) cm3/h",,"23",4.02377603156034,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Madoryx","Madoryx oeclus","oeclus","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001904,"kg",,,"","","","1.904","g",0.00532230237815293,"W",,,"not specified","","measured at resting and active state","0.834","(O2) cm3/h",,"23",2.795326879282,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Perigonia","Perigonia lusca","lusca","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000398,"kg",,,"","","","0.398","g",0.00136567471094092,"W",,,"not specified","","measured at resting and active state","0.214","(O2) cm3/h",,"23",3.43134349482643,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Perigonia","Perigonia lusca","lusca","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000419,"kg",,,"","","","0.419","g",0.00200384046371705,"W",,,"not specified","","measured at resting and active state","0.314","(O2) cm3/h",,"23",4.78243547426504,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Perigonia","Perigonia lusca","lusca","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000858,"kg",,,"","","","0.858","g",0.00380346788654574,"W",,,"not specified","","measured at resting and active state","0.596","(O2) cm3/h",,"23",4.43294625471531,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Perigonia","Perigonia lusca","lusca","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000514,"kg",,,"","","","0.514","g",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Enyo","Enyo ocypete","ocypete","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000575,"kg",,,"","","","0.575","g",0.00117422498510808,"W",,,"not specified","","measured at resting and active state","0.184","(O2) cm3/h",,"23",2.04213040888362,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Enyo","Enyo ocypete","ocypete","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.00036,"kg",,,"","","","0.36","g",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Enyo","Enyo ocypete","ocypete","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000335,"kg",,,"","","","0.335","g",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Enyo","Enyo ocypete","ocypete","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000388,"kg",,,"","","","0.388","g",0.00133376642330211,"W",,,"not specified","","measured at resting and active state","0.209","(O2) cm3/h",,"23",3.43754232809823,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Enyo","Enyo ocypete","ocypete","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000397,"kg",,,"","","","0.397","g",0.00112955338241375,"W",,,"not specified","","measured at resting and active state","0.177","(O2) cm3/h",,"23",2.84522262572733,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Oryba","Oryba achemenides","achemenides","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.00223,"kg",,,"","","","2.23","g",0.00493940292648725,"W",,,"not specified","","measured at resting and active state","0.774","(O2) cm3/h",,"23",2.21497889080146,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Oryba","Oryba achemenides","achemenides","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.003387,"kg",,,"","","","3.387","g",0.00784943875914641,"W",,,"not specified","","measured at resting and active state","1.23","(O2) cm3/h",,"23",2.31751956278311,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Pachygonia","Pachygonia drucei","drucei","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000702,"kg",,,"","","","0.702","g",0.00156350609430152,"W",,,"not specified","","measured at resting and active state","0.245","(O2) cm3/h",,"23",2.22721665854917,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","Xylophanes libya","libya","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000559,"kg",,,"","","","0.559","g",0.00269305947671527,"W",,,"not specified","","measured at resting and active state","0.422","(O2) cm3/h",,"23",4.8176377043207,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","Xylophanes chiron","chiron","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000708,"kg",,,"","","","0.708","g",0.00142310962869077,"W",,,"not specified","","measured at resting and active state","0.223","(O2) cm3/h",,"23",2.01004184843329,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","Xylophanes chiron","chiron","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000948,"kg",,,"","","","0.948","g",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","Xylophanes pluto","pluto","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000826,"kg",,,"","","","0.826","g",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","Xylophanes pluto","pluto","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000876,"kg",,,"","","","0.876","g",0.00255904466863228,"W",,,"not specified","","measured at resting and active state","0.401","(O2) cm3/h",,"23",2.92128386830169,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","Xylophanes pluto","pluto","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000782,"kg",,,"","","","0.782","g",0.00220805350460541,"W",,,"not specified","","measured at resting and active state","0.346","(O2) cm3/h",,"23",2.82359783197623,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris hamata","hamata","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000564,"kg",,,"","","","0.564","g",0.00210594698416123,"W",,,"not specified","","measured at resting and active state","0.33","(O2) cm3/h",,"23",3.73394855347736,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris jacunda","jacunda","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001083,"kg",,,"","DONTWARN: checked value correct","","1.083","g",0.00485005972109859,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.76","(O2) cm3/h",,"23",4.4783561598325,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris jacunda","jacunda","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.00028,"kg",,,"","DONTWARN: checked value correct","","0.28","g",0.00114869835499703,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.18","(O2) cm3/h",,"23",4.10249412498941,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris jacunda","jacunda","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000252,"kg",,,"","DONTWARN: checked value correct","","0.252","g",0.00082961547860897,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.13","(O2) cm3/h",,"23",3.29212491511496,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris jacunda","jacunda","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000254,"kg",,,"","DONTWARN: checked value correct","","0.254","g",0.000446716026943291,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.07","(O2) cm3/h",,"23",1.75872451552477,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris jacunda","jacunda","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001402,"kg",,,"","DONTWARN: checked value correct","","1.402","g",0.00108488177971942,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.17","(O2) cm3/h",,"23",0.773810113922555,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris jacunda","jacunda","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001271,"kg",,,"","DONTWARN: checked value correct","","1.271","g",0.00229739670999407,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.36","(O2) cm3/h",,"23",1.8075505192715,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris jacunda","jacunda","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000412,"kg",,,"","DONTWARN: checked value correct","","0.412","g",0.00165923095721794,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.26","(O2) cm3/h",,"23",4.02725960489791,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris jacunda","jacunda","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000272,"kg",,,"","DONTWARN: checked value correct","","0.272","g",0.000765798903331357,"W",,,"not specified","DONTWARN: checked value correct","measured at resting and active state","0.12","(O2) cm3/h",,"23",2.81543714460058,"W/kg",,"",,,,"","",,""
"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris belti","belti","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000665,"kg",,,"","","","0.665","g",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
