"observationID","ignore","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
155,"","Chordata","Mammalia","Primates","Atelidae","Alouatta","palliata","female","brain size",54.25,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
156,"","Chordata","Mammalia","Primates","Atelidae","Alouatta","palliata","female","body mass",6.577,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
156,"","Chordata","Mammalia","Primates","Atelidae","Alouatta","palliata","female","brain size",54.05,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
157,"","Chordata","Mammalia","Primates","Atelidae","Alouatta","palliata","male","body mass",7.938,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
157,"","Chordata","Mammalia","Primates","Atelidae","Alouatta","palliata","male","brain size",53.45,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
158,"","Chordata","Mammalia","Primates","Atelidae","Alouatta","palliata","","body mass",3.119,"kg",,,6,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
158,"","Chordata","Mammalia","Primates","Atelidae","Alouatta","palliata","","brain size",42.3,"g",,,6,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
159,"","Chordata","Mammalia","Primates","Atelidae","Lagothrix","lagothricha","female","body mass",5.26,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
159,"","Chordata","Mammalia","Primates","Atelidae","Lagothrix","lagothricha","female","brain size",86.2,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
160,"","Chordata","Mammalia","Primates","Galagidae","Galago","senegalensis","female","body mass",0.2,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
160,"","Chordata","Mammalia","Primates","Galagidae","Galago","senegalensis","female","brain size",5,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
161,"","Chordata","Mammalia","Primates","Lemuridae","Lemur","catta","female","body mass",1.725,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
161,"","Chordata","Mammalia","Primates","Lemuridae","Lemur","catta","female","brain size",21.8,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
162,"","Chordata","Mammalia","Primates","Cercopithecidae","Macacus","mulatta","female","body mass",3.627,"kg",,,7,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
162,"","Chordata","Mammalia","Primates","Cercopithecidae","Macacus","mulatta","female","brain size",93.1,"g",,,7,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
163,"","Chordata","Mammalia","Primates","Cercopithecidae","Macacus","mulatta","male","body mass",3.292,"kg",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
163,"","Chordata","Mammalia","Primates","Cercopithecidae","Macacus","mulatta","male","brain size",91.7,"g",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
164,"","Chordata","Mammalia","Primates","Cercopithecidae","Macacus","mulatta","female","body mass",9.163,"kg",,,11,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
164,"","Chordata","Mammalia","Primates","Cercopithecidae","Macacus","mulatta","female","brain size",109,"g",,,11,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
165,"","Chordata","Mammalia","Primates","Cercopithecidae","Macacus","mulatta","male","body mass",8.89,"kg",,,6,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
165,"","Chordata","Mammalia","Primates","Cercopithecidae","Macacus","mulatta","male","brain size",118,"g",,,6,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
166,"checked; value correct","Chordata","Mammalia","Primates","Atelidae","Ateles","geoffroyi","","body mass",7.63,"kg",,,63,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
166,"checked; value correct","Chordata","Mammalia","Primates","Atelidae","Ateles","geoffroyi","","brain size",107,"g",,,63,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
167,"checked; value correct","Chordata","Mammalia","Primates","Atelidae","Ateles","geoffroyi","male","body mass",7.787,"kg",,,6,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
167,"checked; value correct","Chordata","Mammalia","Primates","Atelidae","Ateles","geoffroyi","male","brain size",117,"g",,,6,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
168,"","Chordata","Mammalia","Primates","Atelidae","Ateles","dariensis","male","body mass",8.89,"kg",,,6,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
168,"","Chordata","Mammalia","Primates","Atelidae","Ateles","dariensis","male","brain size",118.4,"g",,,6,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
169,"","Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","sp.","male","body mass",4.937,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
169,"","Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","sp.","male","brain size",60.7,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
170,"","Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","aethiops","male","body mass",3.955,"kg",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
170,"","Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","aethiops","male","brain size",60.89,"g",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
171,"","Chordata","Mammalia","Primates","Cebidae","Cebus","capucinus","female","body mass",2.718,"kg",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
171,"","Chordata","Mammalia","Primates","Cebidae","Cebus","capucinus","female","brain size",71.6,"g",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
172,"","Chordata","Mammalia","Primates","Cebidae","Cebus","capucinus","male","body mass",3.833,"kg",,,5,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
172,"","Chordata","Mammalia","Primates","Cebidae","Cebus","capucinus","male","brain size",73.3,"g",,,5,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
173,"","Chordata","Mammalia","Primates","Cebidae","Cebus","capucinus","","body mass",3.101,"kg",,,14,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
173,"","Chordata","Mammalia","Primates","Cebidae","Cebus","capucinus","","brain size",72.18,"g",,,14,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
174,"","Chordata","Mammalia","Primates","Cebidae","Saimiri","oerstedii","","body mass",0.607,"kg",,,60,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
174,"","Chordata","Mammalia","Primates","Cebidae","Saimiri","oerstedii","","brain size",19.9,"g",,,60,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
175,"","Chordata","Mammalia","Primates","Cebidae","Saimiri","oerstedii","male","body mass",0.907,"kg",,,3,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
175,"","Chordata","Mammalia","Primates","Cebidae","Saimiri","oerstedii","male","brain size",25.3,"g",,,3,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
176,"","Chordata","Mammalia","Primates","Cebidae","Saimiri","oerstedii","female","body mass",0.603,"kg",,,3,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
176,"","Chordata","Mammalia","Primates","Cebidae","Saimiri","oerstedii","female","brain size",25,"g",,,3,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
177,"","Chordata","Mammalia","Primates","Hominidae","Pan","troglodytes","male","body mass",25.85,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
177,"","Chordata","Mammalia","Primates","Hominidae","Pan","troglodytes","male","brain size",430.5,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
178,"","Chordata","Mammalia","Primates","Hominidae","Pan","troglodytes","male","body mass",56.69,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
178,"","Chordata","Mammalia","Primates","Hominidae","Pan","troglodytes","male","brain size",440,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
179,"","Chordata","Mammalia","Primates","Hominidae","Pan","troglodytes","female","body mass",43.99,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
179,"","Chordata","Mammalia","Primates","Hominidae","Pan","troglodytes","female","brain size",325,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
180,"","Chordata","Mammalia","Primates","Hominidae","Gorilla","gorilla","male","body mass",181,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
181,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",57.2,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
181,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1248,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
182,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1297,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
183,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1268,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
184,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",95,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
184,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1235,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
185,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",42,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
185,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1270,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
186,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",43.4,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
186,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1375,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
187,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",49.9,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
187,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1400,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
188,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",36.3,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
188,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1280,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
189,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",45,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
189,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1190,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
190,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",37,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
190,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1100,"g",,,1,"value corrected",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
191,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","body mass",45.8,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
191,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","brain size",1000,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
192,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","brain size",1109,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
193,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1513,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
194,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",76.2,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
194,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1348,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
195,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",86.2,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
195,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1265,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
196,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",71.2,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
196,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1280,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
197,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",73,"kg",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
197,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1365,"g",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
198,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",78.5,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
198,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1540,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
199,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",36,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
199,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1327,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
200,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","body mass",61,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
200,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","brain size",1200,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
201,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","body mass",46,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
201,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","brain size",1160,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
202,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","body mass",43,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
202,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","brain size",1240,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
203,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","body mass",63,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
203,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","brain size",1180,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
204,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","body mass",43,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
204,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","brain size",1350,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
205,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","body mass",44,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
205,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","brain size",1300,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
206,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","body mass",45,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
206,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","brain size",1140,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
207,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",51,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
207,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1500,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
208,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",83,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
208,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1420,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
209,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",56,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
